,Acidity,Aftertaste,Aroma,Bag Weight,Balance,Body,Category.One.Defects,Category.Two.Defects,Clean Cup,Color,Company,Country of Origin,Cupper Points,Expiration,Farm Name,Flavor,Grading Date,Harvest Year,ICO Number,In-Country Partner,Mill,Moisture,Number of Bags,Processing Method,Producer,Region,Species,Sweetness,Uniformity,Variety,altitude_high_meters,altitude_low_meters,altitude_mean_meters,quality_score
461,8.17,7.17,7.33,69 kg,7.67,7.33,0,1,10.0,Green,"agricola nueva granada, s.a.",Guatemala,7.67,"March 27th, 2015",NUEVA GRANADA,7.83,"March 27th, 2014",2014,11-326-10,Asociacion Nacional Del Café,beneficio nueva granada,0.09,200,Washed / Wet,"AGRICOLA NUEVA GRANADA, S.A.",san marcos,Arabica,10.0,10.0,Catuai,1524.0,1524.0,1524.0,83.17
462,7.42,7.58,7.5,100 lbs,7.67,7.92,0,0,10.0,Bluish-Green,kona pacific farmers cooperative,United States (Hawaii),7.58,"February 7th, 2015",,7.5,"February 7th, 2014",2013,KS011714,Specialty Coffee Association,,0.11,6,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,83.17
463,7.75,7.58,7.58,1 kg,7.58,7.58,0,1,10.0,Green,taylor winch (t) ltd,"Tanzania, United Republic Of",7.58,"January 31st, 2015",,7.5,"January 31st, 2014",2014,4,Tanzanian Coffee Board,rafiki (coffee) limited,0.12,300,Washed / Wet,,kilimanjaro,Arabica,10.0,10.0,Bourbon,1800.0,1800.0,1800.0,83.17
464,7.67,7.33,7.67,69 kg,7.67,7.5,0,2,10.0,Green,"unex guatemala, s.a.",Guatemala,7.5,"April 26th, 2014",FINCA EL MORITO,7.83,"April 26th, 2013",2013,11/23/0465,Asociacion Nacional Del Café,beneficio ixchel,0.11,250,Washed / Wet,ROBERTO MONTERROSO,oriente,Arabica,10.0,10.0,Bourbon,1310.64,1310.64,1310.64,83.17
465,7.58,7.58,7.75,1 kg,7.42,7.5,0,2,10.0,Green,cesmach s.c.,Mexico,7.75,"March 29th, 2014",SANTA CECILIA,7.58,"March 29th, 2013",2013,016-2129,AMECAFE,"angel albino corzo, chiapas",0.11,45,Washed / Wet,MARGARITO ROBLERO VAZQUEZ,chiapas,Arabica,10.0,10.0,Typica,1500.0,1500.0,1500.0,83.17
466,7.5,7.58,7.75,1 kg,7.58,7.42,3,8,10.0,None,,Mexico,7.67,"September 27th, 2013",TLAPACOYA,7.67,"September 27th, 2012",2012,1702765464,AMECAFE,"el chipoco, municipio de tlanchinol",0.12,10,Washed / Wet,AMADOR HERNANDEZ DIONICIO,"tlanchinol, hidalgo",Arabica,10.0,10.0,Typica,532.0,532.0,532.0,83.17
467,7.67,7.42,7.58,1 kg,7.58,7.5,0,10,10.0,None,,Mexico,7.67,"September 27th, 2013",LA LOMA,7.75,"September 27th, 2012",2012,1702771046,AMECAFE,el pedregal,0.14,10,Washed / Wet,"TREJO VELASCO, ROMAN",san bartolo tutotepec,Arabica,10.0,10.0,Pacamara,1089.0,1089.0,1089.0,83.17
468,7.5,7.5,7.67,70 kg,8.17,7.58,1,2,10.0,Green,c.i.racafe & cia s.c.a,Colombia,7.25,"August 31st, 2013",,7.5,"August 31st, 2012",2012,3-37-1691,Almacafé,,0.11,275,Washed / Wet,LA PLATA,huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,83.17
469,7.75,7.42,7.75,1 kg,7.58,7.58,0,5,10.0,Green,,Mexico,7.58,"July 11th, 2013",EL MIRADOR,7.5,"July 11th, 2012",2012,1702766681,AMECAFE,el mirador,0.13,15,Washed / Wet,FERNANDO MENDOZA APARICIO,san isidro,Arabica,10.0,10.0,Typica,700.0,700.0,700.0,83.17
470,7.58,7.5,7.58,70 kg,7.67,7.67,0,0,10.0,Blue-Green,exportadora de cafe condor s.a,Colombia,7.5,"June 8th, 2013",,7.67,"June 8th, 2012",2012,3-68-0140,Almacafé,trilladora bonanza - armenia quindioa,0.11,250,Washed / Wet,,huila,Arabica,10.0,10.0,Caturra,1750.0,1750.0,1750.0,83.17
471,7.58,7.58,7.5,1 kg,7.5,7.67,0,5,10.0,,ecomtrading,Mexico,7.58,"June 6th, 2013",FINCA NUEVA LINDA,7.75,"June 6th, 2012",2012,2222,AMECAFE,agroindustrias unidas de mexico,0.11,250,Washed / Wet,OCTAVIO MOGUEL FARRERA,la concordia,Arabica,10.0,10.0,Typica,1380.0,1380.0,1380.0,83.17
472,7.5,7.58,7.75,60 kg,7.58,7.58,0,1,10.0,Green,nucoffee,Brazil,7.5,"March 19th, 2013",Campo das Flores,7.67,"March 19th, 2012",2012,002/1251/0250,NUCOFFEE,,0.12,50,Natural / Dry,Giovane Senna Bonacorssi,south of minas,Arabica,10.0,10.0,Mundo Novo,1000.0,1000.0,1000.0,83.17
473,7.58,7.5,7.92,60 kg,7.5,7.42,0,4,10.0,Green,nucoffee,Brazil,7.67,"February 16th, 2013",São Francisco da Serra,7.58,"February 17th, 2012",2012,002/1251/0245,NUCOFFEE,,0.11,100,Natural / Dry,Maria Aparecida Ferreira Azevedo,mogiana,Arabica,10.0,10.0,Mundo Novo,950.0,950.0,950.0,83.17
474,7.5,7.67,7.75,2 kg,8.0,7.92,0,10,10.0,Green,coffee resources inc.,Guatemala,7.5,"January 31st, 2013",Conquista / Morito,7.5,"February 1st, 2012",2012,11-26-0236,Specialty Coffee Association,beneficio ixchel,0.0,250,Washed / Wet,Conquista / Morito,oriente,Arabica,9.33,10.0,Bourbon,1402.08,1402.08,1402.08,83.17
475,7.5,7.58,7.75,60 kg,7.5,7.75,0,3,10.0,Blue-Green,nucoffee,Brazil,7.58,"December 2nd, 2012",Fazenda do Lobo,7.5,"December 3rd, 2011",2011,002/1251/0075,NUCOFFEE,,0.12,25,Semi-washed / Semi-pulped,Andrea Galvão Noqueira,south of minas,Arabica,10.0,10.0,Mundo Novo,1000.0,1000.0,1000.0,83.17
476,7.5,7.67,7.58,60 kg,7.58,7.67,0,2,10.0,,,Brazil,7.42,"October 27th, 2012",Olhos D'agua,7.75,"October 28th, 2011",2011,,NUCOFFEE,,0.02,90,,Mario Dornelles Alvarenga,south of minas,Arabica,10.0,10.0,,900.0,900.0,900.0,83.17
477,8.08,8.17,7.42,69 kg,7.58,7.17,0,3,9.33,,,El Salvador,7.58,"August 22nd, 2012",Several,7.83,"August 23rd, 2011",2010-2011,9-29-1990,Specialty Coffee Association,la majada cooperative,0.14,250,,Several,santa ana,Arabica,10.0,10.0,,1200.0,1200.0,1200.0,83.17
478,8.08,7.67,7.75,6,7.92,7.83,0,0,9.33,,,Ethiopia,7.92,"June 16th, 2011",Tega and Tula Special Coffee Farm,8.0,"June 16th, 2010",August to December,010/0182/0008,Ethiopia Commodity Exchange,,0.01,300,,Tega and Tula Special Coffee Farm,limu,Arabica,9.33,9.33,,1850.0,1850.0,1850.0,83.17
479,7.67,7.33,7.58,70 kg,7.58,7.75,0,4,10.0,Green,carcafe ltda,Colombia,7.5,"February 20th, 2018",,7.67,"February 20th, 2017",2016,3-59-1694,Almacafé,bogota,0.0,275,Washed / Wet,Orlando Moreno / Willson Sanchez,cundinamarca,Arabica,10.0,10.0,Caturra,1799.0,1799.0,1799.0,83.08
480,7.42,7.5,7.75,70 kg,7.75,8.0,1,5,10.0,Green,racafe & cia s.c.a,Colombia,7.17,"January 10th, 2018",,7.5,"January 10th, 2017",2016,3-37-0278,Almacafé,bachue,0.0,275,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,,,,83.08
481,7.5,7.58,7.58,60 kg,7.58,7.67,0,2,10.0,Bluish-Green,ipanema coffees,Brazil,7.58,"April 25th, 2017",Capoeirinha,7.58,"April 25th, 2016",2015,002/1660/0049,Brazil Specialty Coffee Association,dry mill,0.11,320,Pulped natural / honey,Ipanema Agricola,south of minas,Arabica,10.0,10.0,Yellow Bourbon,905.0,905.0,905.0,83.08
482,7.33,7.67,7.33,2 kg,7.42,7.75,0,3,10.0,Green,ipanema coffees,Brazil,7.92,"October 7th, 2016",Rio Verde,7.67,"October 8th, 2015",2015/2016,002/4177/0164,Brazil Specialty Coffee Association,ipanema comercial e exportadora sa,0.0,320,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Yellow Bourbon,1.0,1.0,1.0,83.08
483,7.83,7.5,7.83,60 kg,7.25,7.67,0,0,10.0,Green,taiwan coffee laboratory,Taiwan,7.75,"May 18th, 2016",Kan Tou Mountain Coffee 崁頭山咖啡館,7.92,"May 19th, 2015",2015,Taiwan,Specialty Coffee Association,kan tou mountain coffee 崁頭山咖啡館,0.0,20,Natural / Dry,Tseng ju feng / Kuo jun hong 曾如楓 / 郭俊宏,"dongshan dist., tainan city 臺南市東山區",Arabica,10.0,9.33,Typica,800.0,700.0,750.0,83.08
484,7.5,7.58,7.42,60 kg,7.67,7.75,0,13,10.0,Green,bourbon specialty coffees,Brazil,7.5,"April 19th, 2016",,7.67,"April 20th, 2015",2015,002/4542/0477,Brazil Specialty Coffee Association,,0.11,300,Natural / Dry,,chapadão de ferro (cerrado mineiro),Arabica,10.0,10.0,Mundo Novo,,,,83.08
485,7.42,7.67,7.58,2 kg,7.5,7.42,0,1,10.0,Green,ipanema coffees,Brazil,7.67,"October 16th, 2015",Rio Verde,7.83,"October 16th, 2014",2014/2015,002/1660/0064,Specialty Coffee Association,ipanema coffees,0.0,300,Washed / Wet,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Bourbon,1200.0,1200.0,1200.0,83.08
486,7.67,7.5,7.83,1 kg,7.67,7.58,0,3,10.0,Green,coricafe s.a.,Costa Rica,7.5,"July 15th, 2015",VARIOS,7.33,"July 15th, 2014",2014,05-0048-0171,Specialty Coffee Association of Costa Rica,coricafe sa,0.1,250,Washed / Wet,VARIOS,central valley,Arabica,10.0,10.0,Catuai,1400.0,1200.0,1300.0,83.08
487,7.33,7.58,7.33,100 lbs,7.67,7.83,0,8,10.0,Bluish-Green,kona pacific farmers cooperative,United States (Hawaii),7.58,"February 19th, 2015",,7.75,"February 19th, 2014",2013,KP011714,Specialty Coffee Association,,0.12,16,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,83.08
488,7.5,7.5,7.75,30 kg,7.5,7.5,0,0,10.0,,blossom valley宸嶧國際,Taiwan,7.58,"December 26th, 2014",Alishan Zou zhu yuan 阿里山鄒築園,7.75,"December 26th, 2013",2013/2014,,Blossom Valley International,alishan zou zhu yuan 阿里山鄒築園,0.11,50,Other,Fang zheng lun 方政倫,chiayi alishan 嘉義縣阿里山鄉,Arabica,10.0,10.0,Typica,1300.0,1300.0,1300.0,83.08
489,7.17,7.33,7.83,100 lbs,7.67,7.75,0,0,10.0,Bluish-Green,kona pacific farmers cooperative,United States (Hawaii),7.5,"March 8th, 2014",,7.83,"March 8th, 2013",2012,K131353,Specialty Coffee Association,,0.1,6,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,83.08
490,7.75,7.42,7.75,1 kg,7.5,7.5,0,1,10.0,,finca las nubes,Mexico,7.5,"June 6th, 2013",santa maria,7.67,"June 6th, 2012",2012,1405830166,AMECAFE,,0.1,10,Washed / Wet,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,santa catarina juquila,Arabica,10.0,10.0,Other,1400.0,1400.0,1400.0,83.08
491,7.67,7.5,7.67,100 lbs,8.0,7.92,1,4,9.33,,kona pacific farmers cooperative,United States (Hawaii),8.08,"April 6th, 2013",,7.58,"April 6th, 2012",2012,220454,Specialty Coffee Association,,0.0,7,Natural / Dry,,kona,Arabica,10.0,9.33,Hawaiian Kona,,,,83.08
492,7.92,7.58,7.33,100 lbs,7.58,7.67,0,0,10.0,Green,cqi,United States (Hawaii),7.42,"February 22nd, 2013",,7.58,"February 23rd, 2012",2012,2135403,Specialty Coffee Association,,0.12,6,Washed / Wet,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,83.08
493,7.58,7.33,7.33,70 kg,8.08,7.25,0,0,10.0,,,Colombia,8.17,"July 28th, 2012",,7.33,"July 29th, 2011",Mayo a Julio,3-37-2781,Almacafé,,0.01,275,,"Grupo Monserrate, La Plata",huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,83.08
494,7.25,7.33,7.83,70 kg,7.92,7.42,1,3,10.0,,,Colombia,7.58,"February 22nd, 2012",,7.75,"February 22nd, 2011",47/2010,3-68-0129,Almacafé,trilladora bonanza - armenia quindioa,0.08,250,,,cauca,Arabica,10.0,10.0,,1880.0,1880.0,1880.0,83.08
495,7.58,7.5,7.67,60 kg,7.58,7.67,0,0,10.0,,,Indonesia,7.5,"November 29th, 2011",LINTONG NIHUTA,7.58,"November 29th, 2010",2010,,Specialty Coffee Association of Indonesia,pt. menacom,0.0,10,,PT. MENACOM,dolok sanggul,Arabica,10.0,10.0,,1400.0,1300.0,1350.0,83.08
496,7.25,7.67,7.92,69 kg,7.67,7.83,0,1,10.0,,,Guatemala,7.75,"November 11th, 2011",,7.67,"November 11th, 2010",,11/851/0022,Specialty Coffee Association,,0.02,275,,,,Arabica,10.0,9.33,,,,,83.08
497,7.75,7.5,7.58,60 kg,7.5,7.67,0,4,10.0,Green,ipanema coffees,Brazil,7.5,"October 20th, 2018",Fazenda Capoeirinha,7.5,"October 20th, 2017",2017 / 2018,002/1660/0080,Brazil Specialty Coffee Association,dry mill,0.0,320,Natural / Dry,Ipanema Agricola S.A,south of minas,Arabica,10.0,10.0,Bourbon,890.0,890.0,890.0,83.0
498,7.67,7.58,7.5,60 kg,7.5,7.58,0,5,10.0,Green,ipanema coffees,Brazil,7.58,"August 16th, 2017",Fazenda Capoeirnha,7.58,"August 16th, 2016",2016,002/1660/0105,Brazil Specialty Coffee Association,dry mill,0.11,320,Natural / Dry,Ipanema Agricola,south of minas,Arabica,10.0,10.0,Bourbon,894.0,894.0,894.0,83.0
499,7.67,7.58,7.5,60 kg,7.42,7.58,0,3,10.0,Bluish-Green,ipanema coffees,Brazil,7.58,"August 16th, 2017",Capoerinha Farm,7.67,"August 16th, 2016",2016,002/1660/0105,Brazil Specialty Coffee Association,dry mill,0.11,320,Natural / Dry,Ipanema Agricola,south of minas,Arabica,10.0,10.0,Bourbon,872.0,872.0,872.0,83.0
500,7.42,7.42,7.67,60 kg,7.5,7.83,0,6,10.0,Green,ucfa,Uganda,7.58,"July 18th, 2017",Isule Farmers Group,7.58,"July 18th, 2016",2015,C201501,Uganda Coffee Development Authority,ibero,0.12,310,Washed / Wet,Xavier Baluku,"kasese, mt. rwenzori",Arabica,10.0,10.0,Bourbon,1473.0,1473.0,1473.0,83.0
501,7.58,7.5,7.67,60 kg,7.5,7.42,0,8,10.0,Green,ucfa,Uganda,7.67,"July 18th, 2017",Ibanda Farmers Group,7.67,"July 18th, 2016",2015,C201502,Uganda Coffee Development Authority,ibero,0.12,325,Natural / Dry,Emmanuel Munaaba,"kasese, mt. rwenzori",Arabica,10.0,10.0,Bourbon,1645.0,1645.0,1645.0,83.0
502,7.67,7.33,7.67,70 kg,7.58,7.5,0,4,10.0,Green,carcafe ltda,Colombia,7.58,"February 10th, 2017",,7.67,"February 11th, 2016",2016,3-59-1773,Almacafé,neiva,0.11,25,,FRANKLIN DUSSAN / HIPOLITO TORRES,huila,Arabica,10.0,10.0,,442.0,442.0,442.0,83.0
503,7.58,7.58,7.75,2 kg,7.67,7.42,0,0,10.0,Green,"sunvirtue co., ltd.",Vietnam,8.0,"December 27th, 2016",APOLLO Estate,7.67,"December 28th, 2015",2014,,Specialty Coffee Association,apollo estate,0.0,2,Other,"Yeh, Li Chuan.",vietnam cau dat,Arabica,10.0,9.33,Caturra,1550.0,1550.0,1550.0,83.0
504,7.92,7.33,7.67,69 kg,7.5,7.42,0,3,10.0,Green,mercon guatemala s.a.,Guatemala,7.42,"July 7th, 2016",EL CHILE,7.75,"July 8th, 2015",2015,11-973-94,Asociacion Nacional Del Café,la conquista,0.11,275,Washed / Wet,OVIDIO CARDONA,nuevo oriente,Arabica,10.0,10.0,Catuai,1800.0,1300.0,1550.0,83.0
505,7.75,7.33,7.75,69 kg,7.42,7.5,0,2,10.0,Green,"agricola nueva granada, s.a.",Guatemala,7.58,"June 4th, 2016",Nueva Granada,7.67,"June 5th, 2015",2015,11/326/19,Asociacion Nacional Del Café,tradicional,0.11,200,Washed / Wet,"Agricola Nueva Granada, S. A.","el tumbador, san marcos",Arabica,10.0,10.0,Catuai,1371.6,1371.6,1371.6,83.0
506,7.67,7.25,7.83,69 kg,7.5,7.75,0,2,10.0,Green,"siembras vision, s.a.",Guatemala,7.33,"April 22nd, 2016",FINCA MEDINA,7.67,"April 23rd, 2015",2015,11/11711/38,Asociacion Nacional Del Café,beneficio siembras vision (154),0.11,250,Washed / Wet,FINCA MEDINA,antigua,Arabica,10.0,10.0,Bourbon,1500.0,1500.0,1500.0,83.0
507,7.5,7.67,7.67,2 kg,7.5,7.42,0,0,10.0,Green,atlantica eportacao e importcao ltda,Brazil,7.58,"February 13th, 2016",Fazenda Santo Antonio,7.67,"February 13th, 2015",2014,651,Brazil Specialty Coffee Association,dry,0.0,305,Natural / Dry,João Alves Toledo,high mogiana,Arabica,10.0,10.0,Catuai,1100.0,900.0,1000.0,83.0
508,7.58,7.83,7.92,60 kg,7.25,7.33,0,0,10.0,Green,宸嶧國際,Taiwan,7.17,"November 23rd, 2015",雅慕伊,7.92,"November 23rd, 2014",2014,Taiwan台灣,Blossom Valley International,雅慕伊,0.08,10,Washed / Wet,雅慕伊,嘉義阿里山,Arabica,10.0,10.0,Typica,1200.0,1200.0,1200.0,83.0
509,7.5,7.5,7.83,60 kg,7.5,7.58,0,0,10.0,Green,star cafe ltd,Uganda,7.5,"June 26th, 2015",Kabeywa county,7.58,"June 26th, 2014",2013,0,Uganda Coffee Development Authority,kucofa farmers group,0.12,300,Washed / Wet,Kucofa farmers group,kapchorwa,Arabica,10.0,10.0,SL14,1800.0,1800.0,1800.0,83.0
510,7.83,7.67,7.67,5 lbs,7.83,7.75,0,0,10.0,Bluish-Green,"hacienda alto grande, llc.",United States (Puerto Rico),7.42,"June 9th, 2015",Hacienda Caracolillo,7.5,"June 9th, 2014",2013,,Specialty Coffee Association,hacienda alto grande,0.0,17,Washed / Wet,Hacienda Alto Grande,yauco region,Arabica,9.33,10.0,Other,853.44,853.44,853.44,83.0
511,7.83,7.42,7.67,69 kg,7.5,7.5,1,0,10.0,Green,"siembras vision, s.a.",Guatemala,7.42,"March 7th, 2015",GRUPO MEDINA (PEQUEÑOS PRODUCTORES),7.67,"March 7th, 2014",2014,11-11711-86 (SV),Asociacion Nacional Del Café,beneficio siembras vision (154),0.1,26,Washed / Wet,GRUPO MEDINA,antigua,Arabica,10.0,10.0,Bourbon,1500.0,1500.0,1500.0,83.0
512,7.58,7.5,7.67,1 kg,7.5,7.5,0,3,10.0,Green,coricafe s.a.,Costa Rica,7.67,"February 14th, 2015",SEVERAL,7.58,"February 14th, 2014",2013,5-0048-0022,Specialty Coffee Association of Costa Rica,several,0.11,250,Washed / Wet,CORICAFE BLEND,central valley,Arabica,10.0,10.0,Catuai,1300.0,1100.0,1200.0,83.0
513,7.67,7.42,7.75,2 kg,7.67,7.42,0,4,10.0,Bluish-Green,exportadora de cafés carmo de minas ltda,Brazil,7.5,"January 2nd, 2015",SERTAO FARM,7.58,"January 2nd, 2014",2013/2014,002/1352/0077,Specialty Coffee Association,cocarive,0.12,250,Semi-washed / Semi-pulped,NAZARETH DIAS PEREIRA,sul de minas,Arabica,10.0,10.0,Yellow Bourbon,1250.0,1250.0,1250.0,83.0
514,7.5,7.33,7.75,70 kg,7.17,7.58,1,1,10.0,Green,racafe & cia s.c.a,Colombia,8.25,"November 7th, 2014",,7.42,"November 7th, 2013",2013,3-37-0281,Almacafé,,0.11,120,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,83.0
515,7.33,7.58,7.83,70 kg,7.67,7.5,0,0,10.0,Green,exportadora de cafe condor s.a,Colombia,7.58,"August 2nd, 2014",,7.5,"August 2nd, 2013",2013,3-68-0248,Almacafé,trilladora boananza,0.0,250,Washed / Wet,,huila,Arabica,10.0,10.0,Caturra,1750.0,1750.0,1750.0,83.0
516,7.42,7.75,7.33,70 kg,7.58,7.75,0,1,10.0,Green,carcafe ltda,Colombia,7.5,"March 15th, 2014",,7.67,"March 15th, 2013",2013,3-59-1150,Almacafé,neiva,0.11,250,Natural / Dry,COFFEE COMPANY / CAFECOL,pitalito,Arabica,10.0,10.0,Caturra,1000.0,1000.0,1000.0,83.0
517,7.58,7.42,7.5,70 kg,7.58,7.75,1,2,10.0,Green,c.i.racafe & cia s.c.a,Colombia,7.67,"October 23rd, 2013",,7.5,"October 23rd, 2012",2012,3-37-0021,Almacafé,,0.11,275,Washed / Wet,LA PLATA,huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,83.0
518,7.5,7.42,7.67,1 kg,7.58,7.67,0,20,10.0,Green,,Mexico,7.58,"July 26th, 2013",VEGAS,7.58,"July 26th, 2012",2012,1104362909,AMECAFE,"coatepec, ver",0.11,15,Washed / Wet,GONZALO RIVERO PUERTO,coatepec,Arabica,10.0,10.0,Typica,750.0,750.0,750.0,83.0
519,7.58,7.5,7.67,1 kg,7.67,7.58,0,7,10.0,Green,finca la estancia,Mexico,7.83,"July 26th, 2013",FINCA LA ESTANCIA,7.83,"July 26th, 2012",2012,1302911347,AMECAFE,"atoyac de alvarez, guerrero",0.11,20,Semi-washed / Semi-pulped,SANTIAGO SOLIS AYERDI,atoyac de alvarez,Arabica,10.0,9.33,Typica,1200.0,1200.0,1200.0,83.0
520,7.5,7.5,7.5,1 kg,7.58,7.58,5,8,10.0,Green,ecomtrading,Mexico,7.67,"July 11th, 2013",LAS LOMAS,7.67,"July 11th, 2012",2012,2222,AMECAFE,,0.11,250,Washed / Wet,FRANCO COLORADO DOMINGUEZ,coatepec,Arabica,10.0,10.0,Bourbon,1200.0,1200.0,1200.0,83.0
521,7.5,7.5,7.67,70 kg,7.5,7.75,1,4,10.0,,exportadora de cafe condor s.a,Colombia,7.5,"May 22nd, 2013",,7.58,"May 22nd, 2012",2012,,Almacafé,trilladora boananza,0.0,250,Natural / Dry,Exportadora Condor,,Arabica,10.0,10.0,Arusha,,,,83.0
522,7.67,7.5,7.75,70 kg,7.75,7.83,0,4,10.0,Green,exportadora de cafe condor s.a,Colombia,7.58,"May 11th, 2013",varios,7.58,"May 11th, 2012",2012,3-68-0124,Almacafé,trilladora boananza,0.0,250,Washed / Wet,varios,huila,Arabica,10.0,9.33,Caturra,1750.0,1500.0,1625.0,83.0
523,7.58,7.58,7.67,70 kg,7.42,7.67,0,0,10.0,Green,exportadora de cafe condor s.a,Colombia,7.5,"June 8th, 2013",,7.58,"June 8th, 2012",2012,3-68-0141,Almacafé,trilladora bonanza - armenia quindioa,0.11,250,Washed / Wet,,huila,Arabica,10.0,10.0,Caturra,1750.0,1750.0,1750.0,83.0
524,7.67,7.5,7.5,1 kg,7.83,7.5,0,2,10.0,Green,"nuevos mercados, s.a.",Guatemala,7.33,"April 27th, 2013",LA IGUALDAD,7.67,"April 27th, 2012",2012,11/194/07,Asociacion Nacional Del Café,beneficio la igualdad,0.1,275,Washed / Wet,"NUEVOS MERCADOS, S.A.","la reforma, san marcos",Arabica,10.0,10.0,Bourbon,1371.6,1371.6,1371.6,83.0
525,7.5,7.58,7.67,1 kg,7.42,7.67,0,0,10.0,Bluish-Green,c.i.racafe & cia s.c.a,Colombia,7.5,"December 1st, 2012",,7.67,"December 2nd, 2011",2011,3-37-0170,Almacafé,,0.12,121,Washed / Wet,LA PLATA,la plata,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,83.0
526,7.5,7.58,7.33,60 kg,7.67,7.75,0,0,10.0,,,Thailand,7.5,"August 15th, 2012",Doi Tung Development Project,7.67,"August 16th, 2011",2011,,Specialty Coffee Association,,0.28,1,,,,Arabica,10.0,10.0,,,,,83.0
527,7.33,7.58,7.33,70 kg,7.92,7.58,0,1,10.0,,,Colombia,7.58,"May 11th, 2012",,7.67,"May 12th, 2011",Abril - Julio,3-37,Almacafé,popayán,0.08,300,,,cauca,Arabica,10.0,10.0,,1850.0,1050.0,1450.0,83.0
528,7.83,7.67,7.83,100 lbs,7.83,7.92,0,0,9.33,,,United States (Hawaii),8.08,"April 20th, 2012",,7.83,"April 21st, 2011",,HDOA #210391,Specialty Coffee Association,,0.0,23,,,,Arabica,9.33,9.33,,,,,83.0
529,7.58,7.42,7.5,100 lbs,7.67,7.58,0,1,10.0,,,United States (Hawaii),7.67,"March 8th, 2012",,7.58,"March 9th, 2011",,HDOA #210363,Specialty Coffee Association,,0.0,5,,,,Arabica,10.0,10.0,,,,,83.0
530,7.67,7.67,7.5,70 kg,7.58,7.58,0,2,10.0,,,Colombia,7.42,"February 1st, 2012",,7.58,"February 1st, 2011",4t/2011,3-68-0140,Almacafé,trilladora boananza,0.06,250,,varios,huila,Arabica,10.0,10.0,,1800.0,1800.0,1800.0,83.0
531,7.92,7.75,7.58,6,8.08,7.92,0,0,9.33,,,Nicaragua,7.92,"May 31st, 2011",Santa Rosa,7.83,"May 31st, 2010",2009-2010,1-053-0222,Specialty Coffee Association,beneficio atlantic sebaco,0.07,2,,Juan AugustinPalacio,matagalpa,Arabica,9.33,9.33,Caturra,,,,83.0
532,7.75,7.42,7.5,1 lbs,7.5,8.17,0,0,10.0,,,Thailand,7.42,"April 13th, 2011",Doi Tung Development Project,7.25,"April 13th, 2010",,,Specialty Coffee Association,,0.0,1,,Doi Tung Development Project,,Arabica,10.0,10.0,,,,,83.0
533,7.58,7.5,7.67,60 kg,7.5,7.58,0,0,10.0,Green,ipanema coffees,Brazil,7.5,"October 20th, 2018",Fazenda Capoeirinha,7.58,"October 20th, 2017",2017 / 2018,002/1660/0080,Brazil Specialty Coffee Association,dry mill,0.0,320,Natural / Dry,Ipanema Agricola S.A,south of minas,Arabica,10.0,10.0,Bourbon,890.0,890.0,890.0,82.92
534,7.58,7.75,7.5,69 kg,7.83,7.92,0,1,10.0,Green,soc. coop. cuzcachapa de r.l.,El Salvador,7.5,"August 28th, 2018",Santa Josefita,7.5,"August 28th, 2017",2017,09-030-273,Salvadoran Coffee Council,beneficio cuzcachapa,0.0,100,Washed / Wet,"Balcanes Coffee Estates, S.A. de C.V.",apaneca,Arabica,9.33,10.0,Bourbon,1350.0,1350.0,1350.0,82.92
535,7.33,7.5,7.58,70 kg,7.58,7.67,0,1,10.0,Green,racafe & cia s.c.a,Colombia,7.58,"July 7th, 2018",,7.67,"July 7th, 2017",2017,3-37-4468,Almacafé,bogota,0.11,129,Washed / Wet,,guayata,Arabica,10.0,10.0,Caturra,1500.0,1500.0,1500.0,82.92
536,7.67,7.25,7.17,20 kg,7.58,7.67,31,0,10.0,Green,taiwan coffee laboratory,Taiwan,7.75,"June 28th, 2017",Shi Fang Yuan 十方源,7.83,"June 28th, 2016",2016,Taiwan,Specialty Coffee Association,shi fang yuan 十方源,0.09,10,Natural / Dry,Wang Chao Yung 王超永,"dongshan dist., tainan city 臺南市東山區",Arabica,10.0,10.0,Caturra,350.0,350.0,350.0,82.92
537,7.5,7.5,7.58,60 kg,7.58,7.58,1,20,10.0,Bluish-Green,belayneh kindie,Ethiopia,7.58,"February 25th, 2017",-,7.58,"February 26th, 2016",2016,010/0357/0085,Blossom Valley International,,0.0,250,Washed / Wet,-,"blida,kercha,guji,oromia",Arabica,10.0,10.0,Ethiopian Heirlooms,2000.0,2000.0,2000.0,82.92
